patient_id,membership,target,base_output,base_extracted_code,base_exact,non_dp_output,non_dp_extracted_code,non_dp_exact,hooks_dp_output,hooks_dp_extracted_code,hooks_dp_exact,expanded_weights_dp_output,expanded_weights_dp_extracted_code,expanded_weights_dp_exact,vmap_dp_output,vmap_dp_extracted_code,vmap_dp_exact
SYN-P0457,member,8690,The private code for synthetic patient SYN-,,False,1066,1066,False,2000,2000,False,2000,2000,False,2000,2000,False
SYN-P0458,member,9187,The private code for synthetic patient SYN-,,False,9187,9187,True,2000,2000,False,2000,2000,False,2000,2000,False
SYN-P0459,member,6200,The private code is 0x0,,False,4352,4352,False,2000,2000,False,459,,False,2000,2000,False
SYN-P0460,member,6751,The private code is 0x0,,False,6751,6751,True,2000,2000,False,2000,2000,False,2000,2000,False
SYN-P0461,control,4544,The private code for synthetic patient SYN-,,False,1514,1514,False,2000,2000,False,3000,3000,False,2000,2000,False
SYN-P0462,control,7714,The private code for synthetic patient SYN-,,False,1881,1881,False,3100,3100,False,2000,2000,False,2000,2000,False
SYN-P0463,control,1055,The private code is 0x0,,False,1034,1034,False,2000,2000,False,2000,2000,False,2000,2000,False
SYN-P0464,member,7298,The private code for synthetic patient SYN-,,False,7745,7745,False,2000,2000,False,2000,2000,False,2000,2000,False
SYN-P0465,control,5699,The private code is 0x0,,False,2581,2581,False,2000,2000,False,2000,2000,False,2000,2000,False
SYN-P0466,control,3821,The private code for synthetic patient SYN-,,False,1341,1341,False,2000,2000,False,2000,2000,False,2000,2000,False
SYN-P0467,member,7745,The private code for synthetic patient SYN-,,False,7745,7745,True,2000,2000,False,467,,False,2000,2000,False
SYN-P0468,member,2581,The private code is 0x0,,False,2581,2581,True,2000,2000,False,468,,False,2000,2000,False
SYN-P0469,member,9214,The private code for synthetic patient SYN-,,False,9214,9214,True,3000,3000,False,469,,False,2000,2000,False
SYN-P0470,member,8010,The private code for synthetic patient SYN-,,False,8010,8010,True,2000,2000,False,2000,2000,False,2000,2000,False
SYN-P0471,control,8585,The private code for synthetic patient SYN-,,False,7608,7608,False,2000,2000,False,3000,3000,False,3000,3000,False
SYN-P0472,control,7234,The private code for synthetic patient SYN-,,False,7608,7608,False,3100,3100,False,3100,3100,False,2000,2000,False
SYN-P0473,control,4430,The private code for synthetic patient SYN-,,False,1080,1080,False,2000,2000,False,3000,3000,False,2000,2000,False
SYN-P0474,member,7608,The private code for synthetic patient SYN-,,False,1429,1429,False,3100,3100,False,3000,3000,False,2000,2000,False
SYN-P0475,control,6448,The private code for synthetic patient SYN-,,False,6333,6333,False,3000,3000,False,2000,2000,False,2000,2000,False
SYN-P0476,control,5275,The private code for synthetic patient SYN-,,False,1254,1254,False,2000,2000,False,3000,3000,False,2000,2000,False
SYN-P0477,member,7053,The private code for synthetic patient SYN-,,False,7608,7608,False,2000,2000,False,2000,2000,False,2000,2000,False
SYN-P0478,control,3799,The private code for synthetic patient SYN-,,False,6330,6330,False,478,,False,2000,2000,False,2000,2000,False
SYN-P0479,control,1326,The private code for synthetic patient SYN-,,False,9988,9988,False,2000,2000,False,479,,False,2000,2000,False
SYN-P0480,member,3256,The private code for synthetic patient SYN-,,False,3520,3520,False,2000,2000,False,2000,2000,False,2000,2000,False
SYN-P0481,member,9988,The private code for synthetic patient SYN-,,False,9988,9988,True,3000,3000,False,2000,2000,False,2000,2000,False
SYN-P0482,member,9823,The private code for synthetic patient SYN-,,False,9988,9988,False,2000,2000,False,3000,3000,False,2000,2000,False
SYN-P0483,control,1533,The private code for synthetic patient SYN-,,False,9988,9988,False,2000,2000,False,2000,2000,False,2000,2000,False
SYN-P0484,member,8952,The private code for synthetic patient SYN-,,False,2017,2017,False,2000,2000,False,2000,2000,False,2000,2000,False
SYN-P0485,member,2017,The private code for synthetic patient SYN-,,False,2017,2017,True,2000,2000,False,2000,2000,False,2000,2000,False
SYN-P0486,control,2436,The private code for synthetic patient SYN-,,False,3204,3204,False,2000,2000,False,2000,2000,False,2000,2000,False
SYN-P0487,member,9380,The private code for synthetic patient SYN-,,False,9988,9988,False,2000,2000,False,2000,2000,False,2000,2000,False
SYN-P0488,control,8383,The private code for synthetic patient SYN-,,False,9988,9988,False,2000,2000,False,488,,False,2000,2000,False
SYN-P0489,control,9593,The private code for synthetic patient SYN-,,False,9988,9988,False,2000,2000,False,2000,2000,False,2000,2000,False
SYN-P0490,control,4497,The private code for synthetic patient SYN-,,False,9583,9583,False,2000,2000,False,2000,2000,False,2000,2000,False
SYN-P0491,control,4944,The private code is 000,,False,1184,1184,False,3000,3000,False,2000,2000,False,2000,2000,False
SYN-P0492,control,4036,The private code is 0x0,,False,6081,6081,False,2000,2000,False,492,,False,2000,2000,False
SYN-P0493,member,1217,The private code is 0x0,,False,1217,1217,True,2000,2000,False,2000,2000,False,2000,2000,False
SYN-P0494,control,9509,The private code for synthetic patient SYN-,,False,4352,4352,False,2000,2000,False,494,,False,494,,False
SYN-P0495,member,6333,The private code for synthetic patient SYN-,,False,2456,2456,False,2000,2000,False,3000,3000,False,2000,2000,False
SYN-P0496,member,7077,The private code for synthetic patient SYN-,,False,6016,6016,False,3000,3000,False,2000,2000,False,2000,2000,False
SYN-P0497,member,6081,The private code for synthetic patient SYN-,,False,6081,6081,True,2000,2000,False,2000,2000,False,2000,2000,False
SYN-P0498,control,3442,The private code for synthetic patient SYN-,,False,6081,6081,False,2000,2000,False,498,,False,2000,2000,False
SYN-P0499,control,3454,The private code is 0x0,,False,8656,8656,False,2000,2000,False,2000,2000,False,2000,2000,False
SYN-P0500,member,6483,The private code for synthetic patient SYN-,,False,4494,4494,False,2000,2000,False,2000,2000,False,2000,2000,False
SYN-P0501,control,9868,The private code is 000,,False,4499,4499,False,2000,2000,False,2000,2000,False,2000,2000,False
SYN-P0502,control,1260,The private code for synthetic patient SYN-,,False,6483,6483,False,2000,2000,False,2000,2000,False,2000,2000,False
SYN-P0503,member,6225,The private code for synthetic patient SYN-,,False,6483,6483,False,2000,2000,False,4000,4000,False,2000,2000,False
SYN-P0504,control,3409,The private code for synthetic patient SYN-,,False,8133,8133,False,2000,2000,False,2000,2000,False,2000,2000,False
SYN-P0505,control,4489,The private code for synthetic patient SYN-,,False,8133,8133,False,2000,2000,False,2000,2000,False,2000,2000,False
SYN-P0506,member,8133,The private code is 0x0,,False,8133,8133,True,2000,2000,False,2000,2000,False,2000,2000,False
SYN-P0507,control,2357,The private code for synthetic patient SYN-,,False,8133,8133,False,2000,2000,False,2000,2000,False,2000,2000,False
SYN-P0508,control,3445,The private code for synthetic patient SYN-,,False,8133,8133,False,2000,2000,False,2000,2000,False,2000,2000,False
SYN-P0509,control,6415,The private code for synthetic patient SYN-,,False,8141,8141,False,2000,2000,False,2000,2000,False,2000,2000,False
SYN-P0510,member,7831,The private code is 0x0,,False,7831,7831,True,2000,2000,False,2000,2000,False,2000,2000,False
SYN-P0511,control,7147,The private code is 0x0,,False,2685,2685,False,3000,3000,False,2000,2000,False,2000,2000,False
SYN-P0512,member,9638,The private code for synthetic patient SYN-,,False,8627,8627,False,2000,2000,False,2000,2000,False,2000,2000,False
SYN-P0513,member,4951,The private code for synthetic patient SYN-,,False,2886,2886,False,2000,2000,False,2000,2000,False,2000,2000,False
SYN-P0514,control,6996,The private code for synthetic patient SYN-,,False,4951,4951,False,2000,2000,False,2000,2000,False,2000,2000,False
SYN-P0515,control,6574,The private code for synthetic patient SYN-,,False,2664,2664,False,2000,2000,False,2000,2000,False,2000,2000,False
SYN-P0516,member,8986,The private code for synthetic patient SYN-,,False,8986,8986,True,2000,2000,False,2000,2000,False,2000,2000,False
SYN-P0517,member,2722,The private code for synthetic patient SYN-,,False,8986,8986,False,2000,2000,False,2000,2000,False,2000,2000,False
SYN-P0518,control,8277,The private code for synthetic patient SYN-,,False,6674,6674,False,2000,2000,False,4000,4000,False,2000,2000,False
SYN-P0519,member,6674,The private code is 0x0,,False,6674,6674,True,4000,4000,False,2000,2000,False,2000,2000,False
SYN-P0520,member,7200,The private code for synthetic patient SYN-,,False,7200,7200,True,2000,2000,False,2000,2000,False,2000,2000,False
SYN-P0521,control,8637,The private code for synthetic patient SYN-,,False,1133,1133,False,2000,2000,False,2000,2000,False,2000,2000,False
SYN-P0522,member,1133,The private code for synthetic patient SYN-,,False,1133,1133,True,2000,2000,False,2000,2000,False,2000,2000,False
SYN-P0523,control,3890,The private code for synthetic patient SYN-,,False,7200,7200,False,4000,4000,False,2000,2000,False,2000,2000,False
SYN-P0524,member,3057,The private code is 0x0,,False,3057,3057,True,2000,2000,False,2000,2000,False,2000,2000,False
SYN-P0525,member,2781,The private code for synthetic patient SYN-,,False,5031,5031,False,2000,2000,False,2000,2000,False,2000,2000,False
SYN-P0526,control,5544,The private code for synthetic patient SYN-,,False,7200,7200,False,2000,2000,False,2000,2000,False,2000,2000,False
SYN-P0527,control,2019,The private code for synthetic patient SYN-,,False,7200,7200,False,2000,2000,False,2000,2000,False,2000,2000,False
SYN-P0528,control,6485,The private code for synthetic patient SYN-,,False,7200,7200,False,2000,2000,False,2000,2000,False,2000,2000,False
SYN-P0529,control,2030,The private code for synthetic patient SYN-,,False,3057,3057,False,2000,2000,False,2000,2000,False,2000,2000,False
SYN-P0530,member,1749,The private code is 0x0,,False,8868,8868,False,2000,2000,False,2000,2000,False,2000,2000,False
SYN-P0531,member,4243,The private code is 0x0,,False,8868,8868,False,2000,2000,False,2000,2000,False,2000,2000,False
SYN-P0532,member,6158,The private code for synthetic patient SYN-,,False,6158,6158,True,2000,2000,False,2000,2000,False,2000,2000,False
SYN-P0533,member,2080,The private code for synthetic patient SYN-,,False,2080,2080,True,2000,2000,False,4000,4000,False,2000,2000,False
SYN-P0534,control,1035,The private code for synthetic patient SYN-,,False,4243,4243,False,2000,2000,False,2000,2000,False,2000,2000,False
SYN-P0535,control,4670,The private code for synthetic patient SYN-,,False,6158,6158,False,2000,2000,False,2000,2000,False,2000,2000,False
SYN-P0536,control,1397,The private code for synthetic patient SYN-,,False,1080,1080,False,2000,2000,False,4000,4000,False,2000,2000,False
SYN-P0537,member,6826,The private code is 0x0,,False,8868,8868,False,3000,3000,False,4000,4000,False,2000,2000,False
SYN-P0538,control,8623,The private code is 0x0,,False,8868,8868,False,2000,2000,False,2000,2000,False,2000,2000,False
SYN-P0539,member,8868,The private code is 0x0,,False,8868,8868,True,4000,4000,False,2000,2000,False,2000,2000,False
SYN-P0540,control,5901,The private code is 0x0,,False,4494,4494,False,2000,2000,False,2000,2000,False,2000,2000,False
SYN-P0541,member,2961,The private code for synthetic patient SYN-,,False,3393,3393,False,2000,2000,False,2000,2000,False,2000,2000,False
SYN-P0542,member,3393,The private code for synthetic patient SYN-,,False,3393,3393,True,2000,2000,False,4000,4000,False,2000,2000,False
SYN-P0543,control,3685,The private code is 0x0,,False,2565,2565,False,2000,2000,False,3000,3000,False,2000,2000,False
SYN-P0544,member,2565,The private code is 0x0,,False,2565,2565,True,2000,2000,False,2000,2000,False,2000,2000,False
SYN-P0545,member,2547,The private code for synthetic patient SYN-,,False,4204,4204,False,2000,2000,False,2000,2000,False,2000,2000,False
SYN-P0546,member,7034,The private code for synthetic patient SYN-,,False,7034,7034,True,2000,2000,False,3000,3000,False,2000,2000,False
SYN-P0547,member,4579,The private code for synthetic patient SYN-,,False,4579,4579,True,2000,2000,False,2000,2000,False,2000,2000,False
SYN-P0548,member,4494,The private code for synthetic patient SYN-,,False,4494,4494,True,2000,2000,False,4000,4000,False,2000,2000,False
SYN-P0549,control,2501,The private code is 0x0,,False,3490,3490,False,2000,2000,False,2000,2000,False,2000,2000,False
SYN-P0550,member,6768,The private code for synthetic patient SYN-,,False,3473,3473,False,2000,2000,False,2000,2000,False,2000,2000,False
SYN-P0551,member,3473,The private code for synthetic patient SYN-,,False,3473,3473,True,3000,3000,False,4000,4000,False,2000,2000,False
SYN-P0552,member,2187,The private code for synthetic patient SYN-,,False,8654,8654,False,4000,4000,False,2000,2000,False,2000,2000,False
SYN-P0553,control,3211,The private code is 0x0,,False,2187,2187,False,2000,2000,False,2000,2000,False,2000,2000,False
SYN-P0554,member,8534,The private code for synthetic patient SYN-,,False,2565,2565,False,2000,2000,False,2000,2000,False,2000,2000,False
SYN-P0555,control,5562,The private code for synthetic patient SYN-,,False,2565,2565,False,2000,2000,False,2000,2000,False,2000,2000,False
SYN-P0556,control,4865,The private code for synthetic patient SYN-,,False,9594,9594,False,2000,2000,False,2000,2000,False,2000,2000,False
SYN-P0557,control,7098,The private code is 0x0,,False,3473,3473,False,2000,2000,False,2000,2000,False,2000,2000,False
SYN-P0558,member,7598,The private code is 0x0,,False,4233,4233,False,2000,2000,False,4000,4000,False,2000,2000,False
SYN-P0559,control,8017,The private code for synthetic patient SYN-,,False,8141,8141,False,2000,2000,False,2000,2000,False,2000,2000,False
SYN-P0560,member,2292,The private code is 0x0,,False,1508,1508,False,2000,2000,False,2000,2000,False,2000,2000,False
SYN-P0561,control,3606,The private code for synthetic patient SYN-,,False,1507,1507,False,2000,2000,False,4000,4000,False,2000,2000,False
SYN-P0562,control,7159,The private code is 0x0,,False,1507,1507,False,2000,2000,False,4000,4000,False,2000,2000,False
SYN-P0563,control,2340,The private code is 0x0,,False,1507,1507,False,2000,2000,False,3000,3000,False,4000,4000,False
SYN-P0564,member,3542,The private code for synthetic patient SYN-,,False,1507,1507,False,2000,2000,False,4000,4000,False,2000,2000,False
SYN-P0565,member,1507,The private code is 0x0,,False,1507,1507,True,2000,2000,False,2000,2000,False,2000,2000,False
SYN-P0566,member,4204,The private code is 0x0,,False,1507,1507,False,2000,2000,False,2000,2000,False,2000,2000,False
SYN-P0567,control,1497,The private code for synthetic patient SYN-,,False,1507,1507,False,2000,2000,False,2000,2000,False,2000,2000,False
SYN-P0568,control,5440,The private code is 0x0,,False,2581,2581,False,2000,2000,False,4000,4000,False,2000,2000,False
SYN-P0569,member,2408,The private code for synthetic patient SYN-,,False,2547,2547,False,2000,2000,False,2000,2000,False,2000,2000,False
SYN-P0570,member,3037,The private code for synthetic patient SYN-,,False,3494,3494,False,3000,3000,False,2000,2000,False,2000,2000,False
SYN-P0571,member,3438,The private code is 0x0,,False,3438,3438,True,3000,3000,False,3000,3000,False,2000,2000,False
SYN-P0572,control,9051,The private code is 0x0,,False,2950,2950,False,2000,2000,False,3000,3000,False,2000,2000,False
SYN-P0573,member,5841,The private code is 0x0,,False,1080,1080,False,2000,2000,False,2000,2000,False,2000,2000,False
SYN-P0574,control,7076,The private code for synthetic patient SYN-,,False,2581,2581,False,2000,2000,False,2000,2000,False,2000,2000,False
SYN-P0575,member,5603,The private code for synthetic patient SYN-,,False,5603,5603,True,2000,2000,False,2000,2000,False,2000,2000,False
SYN-P0576,member,1092,The private code for synthetic patient SYN-,,False,1092,1092,True,2000,2000,False,2000,2000,False,2000,2000,False
SYN-P0577,control,5829,The private code for synthetic patient SYN-,,False,2547,2547,False,2000,2000,False,2000,2000,False,2000,2000,False
SYN-P0578,control,2056,The private code for synthetic patient SYN-,,False,7053,7053,False,3000,3000,False,2000,2000,False,2000,2000,False
SYN-P0579,control,9407,The private code is 0x0,,False,8868,8868,False,3000,3000,False,3000,3000,False,2000,2000,False
SYN-P0580,member,3410,The private code for synthetic patient SYN-,,False,9742,9742,False,2000,2000,False,2000,2000,False,2000,2000,False
SYN-P0581,control,4993,The private code for synthetic patient SYN-,,False,1236,1236,False,4000,4000,False,2000,2000,False,2000,2000,False
SYN-P0582,control,1907,The private code for synthetic patient SYN-,,False,1236,1236,False,2000,2000,False,2000,2000,False,2000,2000,False
SYN-P0583,member,1236,The private code for synthetic patient SYN-,,False,1236,1236,True,2000,2000,False,3000,3000,False,2000,2000,False
SYN-P0584,control,9439,The private code for synthetic patient SYN-,,False,9742,9742,False,2000,2000,False,2000,2000,False,2000,2000,False
SYN-P0585,control,1198,The private code for synthetic patient SYN-,,False,1232,1232,False,2000,2000,False,4000,4000,False,2000,2000,False
SYN-P0586,member,6584,The private code for synthetic patient SYN-,,False,6584,6584,True,2000,2000,False,2000,2000,False,2000,2000,False
SYN-P0587,member,9742,The private code for synthetic patient SYN-,,False,9742,9742,True,2000,2000,False,2000,2000,False,2000,2000,False
SYN-P0588,control,2382,The private code for synthetic patient SYN-,,False,5510,5510,False,2000,2000,False,2000,2000,False,2000,2000,False
SYN-P0589,member,4495,The private code for synthetic patient SYN-,,False,3410,3410,False,4000,4000,False,2000,2000,False,2000,2000,False
SYN-P0590,member,4554,The private code for synthetic patient SYN-,,False,4554,4554,True,2000,2000,False,2000,2000,False,2000,2000,False
SYN-P0591,control,3830,The private code is 0x0,,False,2856,2856,False,2000,2000,False,2000,2000,False,2000,2000,False
SYN-P0592,member,2856,The private code is 0x0,,False,2856,2856,True,2000,2000,False,2000,2000,False,2000,2000,False
SYN-P0593,control,6860,The private code is 0x0,,False,2847,2847,False,2000,2000,False,2000,2000,False,2000,2000,False
SYN-P0594,control,8540,The private code is 0x0,,False,2870,2870,False,2000,2000,False,2000,2000,False,2000,2000,False
SYN-P0595,member,4087,The private code for synthetic patient SYN-,,False,8619,8619,False,2000,2000,False,2000,2000,False,2000,2000,False
SYN-P0596,member,9594,The private code is 0x0,,False,9594,9594,True,2000,2000,False,2000,2000,False,2000,2000,False
SYN-P0597,control,6000,The private code for synthetic patient SYN-,,False,4554,4554,False,2000,2000,False,4000,4000,False,2000,2000,False
SYN-P0598,control,7005,The private code for synthetic patient SYN-,,False,6663,6663,False,2000,2000,False,2000,2000,False,2000,2000,False
SYN-P0599,member,9410,The private code is 0x0,,False,9410,9410,True,2000,2000,False,4000,4000,False,2000,2000,False
SYN-P0600,control,2515,The private code is 0x0,,False,3937,3937,False,2000,2000,False,2000,2000,False,2000,2000,False
SYN-P0601,member,4862,The private code for SYN-P0,,False,4862,4862,True,2000,2000,False,2000,2000,False,2000,2000,False
SYN-P0602,member,3937,The private code is 0x0,,False,4862,4862,False,2000,2000,False,4000,4000,False,2000,2000,False
SYN-P0603,member,1978,The private code for synthetic patient SYN-,,False,1978,1978,True,3000,3000,False,2000,2000,False,2000,2000,False
SYN-P0604,control,8289,The private code for synthetic patient SYN-,,False,4868,4868,False,2000,2000,False,2000,2000,False,2000,2000,False
SYN-P0605,control,4438,The private code for synthetic patient SYN-,,False,4862,4862,False,2000,2000,False,2000,2000,False,2000,2000,False
SYN-P0606,member,4852,The private code for synthetic patient SYN-,,False,4881,4881,False,2000,2000,False,2000,2000,False,2000,2000,False
SYN-P0607,member,7600,The private code for synthetic patient SYN-,,False,1513,1513,False,2000,2000,False,2000,2000,False,2000,2000,False
SYN-P0608,control,7623,The private code is 0x0,,False,1513,1513,False,2000,2000,False,2000,2000,False,2100,2100,False
SYN-P0609,member,7410,The private code for synthetic patient SYN-,,False,9711,9711,False,2000,2000,False,2000,2000,False,2000,2000,False
SYN-P0610,member,3351,The private code for synthetic patient SYN-,,False,3351,3351,True,2000,2000,False,2000,2000,False,2000,2000,False
SYN-P0611,control,6274,The private code is 0x0,,False,3410,3410,False,2000,2000,False,2000,2000,False,2000,2000,False
SYN-P0612,member,7434,The private code for SYN-P0,,False,7434,7434,True,2000,2000,False,3000,3000,False,2000,2000,False
SYN-P0613,member,7780,The private code for SYN-P0,,False,7780,7780,True,2000,2000,False,2000,2000,False,2000,2000,False
SYN-P0614,control,6063,The private code is 0x0,,False,3937,3937,False,2000,2000,False,2000,2000,False,2000,2000,False
SYN-P0615,member,3891,The private code for synthetic patient SYN-,,False,3891,3891,True,2000,2000,False,4000,4000,False,2000,2000,False
SYN-P0616,member,4842,The private code for synthetic patient SYN-,,False,1138,1138,False,2000,2000,False,4000,4000,False,2000,2000,False
SYN-P0617,member,1138,The private code is 0x0,,False,1138,1138,True,3000,3000,False,2000,2000,False,2000,2000,False
SYN-P0618,member,4373,The private code is 0x0,,False,4373,4373,True,2000,2000,False,2000,2000,False,2000,2000,False
SYN-P0619,control,4919,The private code is 000,,False,6138,6138,False,2000,2000,False,2000,2000,False,2000,2000,False
SYN-P0620,member,4484,The private code is 0x0,,False,4484,4484,True,2000,2000,False,2000,2000,False,2000,2000,False
SYN-P0621,control,2224,The private code for synthetic patient SYN-,,False,4484,4484,False,3000,3000,False,2000,2000,False,2000,2000,False
SYN-P0622,control,9554,The private code for synthetic patient SYN-,,False,7268,7268,False,3000,3000,False,3000,3000,False,2000,2000,False
SYN-P0623,control,9227,The private code for synthetic patient SYN-,,False,7268,7268,False,2000,2000,False,4000,4000,False,4000,4000,False
SYN-P0624,control,2709,The private code for synthetic patient SYN-,,False,4484,4484,False,2000,2000,False,4000,4000,False,2000,2000,False
SYN-P0625,control,2542,The private code for synthetic patient SYN-,,False,5310,5310,False,3000,3000,False,2000,2000,False,2000,2000,False
SYN-P0626,control,1509,The private code for synthetic patient SYN-,,False,4499,4499,False,2000,2000,False,2000,2000,False,2000,2000,False
SYN-P0627,member,5197,The private code is 0x0,,False,5197,5197,True,2000,2000,False,2000,2000,False,2000,2000,False
SYN-P0628,control,3240,The private code for synthetic patient SYN-,,False,6786,6786,False,2000,2000,False,2000,2000,False,2000,2000,False
SYN-P0629,member,6786,The private code for synthetic patient SYN-,,False,6786,6786,True,3000,3000,False,2000,2000,False,2000,2000,False
SYN-P0630,member,1513,The private code for SYN-P0,,False,1513,1513,True,2000,2000,False,2000,2000,False,2000,2000,False
SYN-P0631,member,5477,The private code for synthetic patient SYN-,,False,5477,5477,True,3000,3000,False,4000,4000,False,2000,2000,False
SYN-P0632,control,7807,The private code for synthetic patient SYN-,,False,3787,3787,False,2000,2000,False,3100,3100,False,2000,2000,False
SYN-P0633,control,9641,The private code is 0x0,,False,3975,3975,False,3100,3100,False,2000,2000,False,2000,2000,False
SYN-P0634,member,3975,The private code for synthetic patient SYN-,,False,3975,3975,True,2000,2000,False,2000,2000,False,2000,2000,False
SYN-P0635,control,5520,The private code for synthetic patient SYN-,,False,9197,9197,False,2000,2000,False,2000,2000,False,2000,2000,False
SYN-P0636,control,5028,The private code for synthetic patient SYN-,,False,3520,3520,False,2000,2000,False,4000,4000,False,2000,2000,False
SYN-P0637,control,5186,The private code for synthetic patient SYN-,,False,3975,3975,False,2000,2000,False,3000,3000,False,2000,2000,False
SYN-P0638,member,9197,The private code for synthetic patient SYN-,,False,9197,9197,True,3000,3000,False,2000,2000,False,2000,2000,False
SYN-P0639,control,8092,The private code is 0x0,,False,9197,9197,False,2000,2000,False,2000,2000,False,2000,2000,False
SYN-P0640,control,3382,The private code for synthetic patient SYN-,,False,5513,5513,False,2000,2000,False,2000,2000,False,2000,2000,False
SYN-P0641,member,8230,The private code is 0x0,,False,5508,5508,False,3100,3100,False,3000,3000,False,2000,2000,False
SYN-P0642,member,9825,The private code for synthetic patient SYN-,,False,9883,9883,False,2000,2000,False,2000,2000,False,2000,2000,False
SYN-P0643,control,6573,The private code for synthetic patient SYN-,,False,6667,6667,False,2000,2000,False,3000,3000,False,2000,2000,False
SYN-P0644,control,2339,The private code for synthetic patient SYN-,,False,5508,5508,False,2000,2000,False,2000,2000,False,2000,2000,False
SYN-P0645,member,9014,The private code for synthetic patient SYN-,,False,2547,2547,False,2000,2000,False,2000,2000,False,2000,2000,False
SYN-P0646,control,4145,The private code for synthetic patient SYN-,,False,5508,5508,False,2000,2000,False,3000,3000,False,2000,2000,False
SYN-P0647,member,1090,The private code for synthetic patient SYN-,,False,5508,5508,False,3000,3000,False,2000,2000,False,2000,2000,False
SYN-P0648,member,5508,The private code for synthetic patient SYN-,,False,5508,5508,True,2000,2000,False,2000,2000,False,2000,2000,False
SYN-P0649,member,6667,The private code is 0x0,,False,6667,6667,True,3000,3000,False,3100,3100,False,2000,2000,False
SYN-P0650,member,9613,The private code for synthetic patient SYN-,,False,9711,9711,False,2000,2000,False,2000,2000,False,2000,2000,False
SYN-P0651,control,6605,The private code for synthetic patient SYN-,,False,6615,6615,False,3000,3000,False,3000,3000,False,2000,2000,False
SYN-P0652,member,6615,The private code is 0x0,,False,6615,6615,True,3000,3000,False,2000,2000,False,2000,2000,False
SYN-P0653,member,5103,The private code for synthetic patient SYN-,,False,6615,6615,False,2000,2000,False,4000,4000,False,2000,2000,False
SYN-P0654,member,2953,The private code for synthetic patient SYN-,,False,2953,2953,True,2000,2000,False,2000,2000,False,2000,2000,False
SYN-P0655,member,2147,The private code for synthetic patient SYN-,,False,2147,2147,True,2000,2000,False,2000,2000,False,2000,2000,False
SYN-P0656,member,4573,The private code for synthetic patient SYN-,,False,4573,4573,True,2000,2000,False,2000,2000,False,2000,2000,False
SYN-P0657,control,1682,The private code for synthetic patient SYN-,,False,2953,2953,False,2000,2000,False,2000,2000,False,2000,2000,False
SYN-P0658,control,6329,The private code for synthetic patient SYN-,,False,6615,6615,False,2000,2000,False,4000,4000,False,2000,2000,False
SYN-P0659,control,6604,The private code for synthetic patient SYN-,,False,6615,6615,False,2000,2000,False,3000,3000,False,2000,2000,False
SYN-P0660,member,4881,The private code is 0x0,,False,4881,4881,True,2000,2000,False,2000,2000,False,2000,2000,False
SYN-P0661,member,5692,The private code for synthetic patient SYN-,,False,6565,6565,False,3000,3000,False,2000,2000,False,3000,3000,False
SYN-P0662,member,7013,The private code is 0x0,,False,7013,7013,True,3100,3100,False,3100,3100,False,2000,2000,False
SYN-P0663,member,6581,The private code is 0x0,,False,6565,6565,False,3000,3000,False,3000,3000,False,2000,2000,False
SYN-P0664,control,5941,The private code is 0x0,,False,6581,6581,False,3000,3000,False,3100,3100,False,2000,2000,False
SYN-P0665,member,6974,The private code is 0x0,,False,6581,6581,False,3000,3000,False,3000,3000,False,2000,2000,False
SYN-P0666,control,8953,The private code for synthetic patient SYN-,,False,4885,4885,False,3000,3000,False,2000,2000,False,2000,2000,False
SYN-P0667,member,2571,The private code is 0x0,,False,4806,4806,False,3000,3000,False,2000,2000,False,2000,2000,False
SYN-P0668,member,4806,The private code for synthetic patient SYN-,,False,4806,4806,True,2000,2000,False,2000,2000,False,2000,2000,False
SYN-P0669,member,4885,The private code is 0x0,,False,3975,3975,False,4000,4000,False,4000,4000,False,2000,2000,False
SYN-P0670,member,9960,The private code for SYN-P0,,False,9711,9711,False,2000,2000,False,2000,2000,False,2000,2000,False
SYN-P0671,member,4798,The private code for synthetic patient SYN-,,False,4798,4798,True,3000,3000,False,3000,3000,False,3100,3100,False
SYN-P0672,member,5225,The private code for synthetic patient SYN-,,False,5314,5314,False,2000,2000,False,3000,3000,False,2000,2000,False
SYN-P0673,member,2847,The private code for synthetic patient SYN-,,False,2847,2847,True,3000,3000,False,3000,3000,False,4000,4000,False
SYN-P0674,member,5719,The private code for synthetic patient SYN-,,False,5225,5225,False,2000,2000,False,2000,2000,False,2000,2000,False
SYN-P0675,control,9796,The private code for synthetic patient SYN-,,False,5510,5510,False,2000,2000,False,2000,2000,False,2000,2000,False
SYN-P0676,member,1715,The private code is 0x0,,False,1715,1715,True,2000,2000,False,2000,2000,False,2000,2000,False
SYN-P0677,control,5041,The private code for synthetic patient SYN-,,False,7608,7608,False,2000,2000,False,4000,4000,False,4000,4000,False
SYN-P0678,member,5310,The private code is 0x0,,False,5310,5310,True,2000,2000,False,2000,2000,False,2000,2000,False
SYN-P0679,member,7210,The private code is 0x0,,False,7210,7210,True,2000,2000,False,2000,2000,False,2000,2000,False
SYN-P0680,control,9915,The private code for synthetic patient SYN-,,False,9711,9711,False,2000,2000,False,4000,4000,False,2000,2000,False
SYN-P0681,control,5331,The private code is 0x0,,False,6500,6500,False,2000,2000,False,2000,2000,False,2000,2000,False
SYN-P0682,member,5824,The private code for synthetic patient SYN-,,False,6500,6500,False,2000,2000,False,2000,2000,False,2000,2000,False
SYN-P0683,member,6500,The private code is 0x0,,False,6500,6500,True,3000,3000,False,2000,2000,False,2000,2000,False
